"Ecocrop_code","Authority","Family","Synonyms","Common_names","Editor","Notes","Sources"
"199708","Walt.","Magnoliopsida:Asteridae:Gentianales:Asclepiadaceae","Asclepias lanceolata var. paupercula (Michx.) Fern.","fewflower milkweed, purple silkweed","","DESCRIPTION: It is a perennial, evergreen, herbaceous plant reaching up to 60-120 cm in height and 60-90 cm in width. The flowers have 5 regular parts and are up to 1cm wide. They are bright orange-red. USE: A fibre is obtained from the bark. It is used in twine, coarse cloth, paper etc. The seed floss is used to stuff pillows etc or is mixed with other fibres to make cloth. It is a Kapok substitute, used in Life Jackets or as a stuffing material. It is very water repellent. The floss has also been used to mop up oil spills at sea. Rubber can be made from latex contained in the leaves and the stems. The latex is used as a cure for warts. The latex is poisonous if ingested. It is a very ornamental plant. GROWING PERIOD: Perennial. COMMON NAMES: Purple silkweed, Fewflower milkweed. FURTHER INF: It can be found in eastern United States from New Jersey to Florida and Texas. Found in floodplains, acid swamps, coastal flatwoods, mostly near the coast but also found on dry land.","http://hortiplex.gardenweb.com/plants/p1/gw1003394.html
http://www.ibiblio.org/pfaf/cgi-bin/arr_html?Asclepias+lanceolata"
"199890","L.","Magnoliopsida:Asteridae:Asterales:Compositae","Aster cordifolius L. subsp. cordifolius, Aster cordifolius L. var. cordifolius, Aster cordifolius L. var. moratus (Shinners) Shinners, Aster finkii Rydb. var. moratus Shinners, Symphyotrichum cordifolium (L.) G.L.Nesom","common blue wood aster, common blue heart-leaved aster, blue wood aster","","DESCRIPTION: It is rhizomatous, herbaceous plant reaching 60-90 cm in height. It blossoms from August to September with bluish purple flowers. USE: The roots have medicinal properties and in hysteria, nervous irritability, painful menstruation, rheumatism, and similar difficulties. It is grown as an ornamental in open shade gardens, cottage gardens or butterfly gardens. GROWING PERIOD: Perennial. COMMON NAMES: Blue wood aster, Heart leaved aster. FURTHER INF: Synonym: Symphyotrichum cordifolium. Found in open, dry or moist often rocky woodlands and clearings in both lowland and upland forests, on stream banks, hillsides and moist outcrops. Natural distribution from eastern United States to southern Canada.","http://www.ernstseed.com/Catalog/Herbaceous.htm
http://www.ibiblio.org/herbmed/eclectic/cook/ASTER_CORDIFOLIUS.htm"
"200000",NA,NA,NA,NA,NA,"DESCRIPTION: It is a tall, deep-rooted, scandent, herbaceous legume which may reach 1.5 metres in height. Its leaves are pinnate and flowers usually blue to bluish purple. USE: It is used as a fodder and is usually cut for hay or silage. GROWING PERIOD: Perennial. COMMON NAMES: North China Milkvetch, Standing Milkvetch. FURTHER INF: Synonyms: Astragalus fujisanensis Miyabe & Tatew, Astragalus longispicatus Ulbr. It occurs naturally in Northern China, Japan, Korea and Mongolia and in N. America in Alaska, the Aleutian Islands, and the northern parts of the USA and Canada. It can be grown on poor soils, withstands drought and very cold winters but requires a hot growing season. It prefers well-drained soils of high pH and survives on low rainfall, from 300 mm per year, but uses a great deal of the available moisture.","Grassland Index
Steven R. and Staberg P., 2005
Frame John, 2005"
"202719",NA,NA,NA,NA,NA,"DESCRIPTION: Prostrate to twining herbaceous legume. Leaves are trifoliolate, leaflets ovate with acute apex, 12-15 cm long and 8-11 cm wide. Inflorescences are axillary racemes, 12-26 cm long, with purple flowers. Pods are glabrous, 12-20 cm long. USE: Mainly as green manure, fallow and erosion control. In view of its ample and deep root system, the species can contribute to amelioration of soil structure, to stabilization of erosion prone sites and to nutrient cycling. In poor regions of northeast Brazil, seed is used as food in times of low food availability. GROWING PERIOD: Weakly perennial. COMMON NAMES: Brazilian jackbean, Feijão bravo do Ceará. FURTHER INF: It is native of America from 24°N in Mexico to 27°S in northeast Argentina. Grows well on a wide range of soils, from pH 4.3-8.0 and is adapted to low fertility. Root growth and biomass production are affected by soil compaction, There are indications of salinity tolerance. It survives and can stay green during 5-6 months of dry period and is highly productive under favourable conditions. It grows quickly at the onset of the rains and as a result can suppress weeds. As a green manure, average dry matter (DM) production is 5000-7000 kg/ha/year, with extremes ranging from 1700-14200 kg/ha/year.","Grassland Index
Tropical forages 2005
Steven R and Staberg P 2005"
"205644","(Risso & Poit.) Wight & Arn. ex Engler","Magnoliopsida:Rosidae:Sapindales:Rutaceae","Citrus bergamia Risso & Poit.","bergamot orange","","BRIEF DESCRIPTION  A small evergreen tree up to 4 m. The plant has smooth, oval leaves and the tree bears small round fruit that turns from green to yellow on ripening. It looks like a minature orange. USES  Its fruits, flowers, and leaves produce a pleasant smelling oil. It is a light greenish yellow that turns a brownish olive colour on ageing. It has a fresh, sweet, lemony, warm scent with a spicy balsamic undertone. It is used in toilet waters, colognes, and soaps. The fruit is to bitter for fresh consumption but is valued for marmelades, as flavoring, and in liqueurs. The peel has medicinal properties. The plant also provide a hardy rootstock for grafting with grapefruit, sweet orange, and lemon. GROWING PERIOD  Perennial. First harvest may be taken after 6-7 years. COMMON NAMES  Bergamot. FURTHER INF  The plant is adversely affected by strong winds, to much sun, and excessive heat. (See under Citrus ssp.)","SOURCES
Roecklein J 1987 pp 85 [USE, TEMP, DRA, TEXT, RAIN, LIG, LIMIT]"
"206429","L.","Gramineae","","Job's tears","","","Grassland Index"
"209331",NA,NA,NA,NA,NA,"DESCRIPTION: Erect or decumbent, herbaceous legume to 0.7 m tall, sparingly branched. Bipinnate leaf 4ˆ8 cm long, with 3ˆ6 pairs of pinnae 20ˆ40 mm long and 14ˆ26 pairs of leaflets. Small flowering heads 0.7ˆ1.1 cm long. Pods are linear, straight or arched outwards, 5.8ˆ10.5 cm long and 3.4ˆ4.6 mm wide. USE: Grazed by herbivores in the native range. Has potential as a short-term ley legume in cropping systems, in protein banks and hedge-rows. GROWING PERIOD: Perennial. COMMON NAMES: Glandular bundle-flower. FURTHER INF: Native to the mountains of west Texas and southern New Mexico in USA, and northern Coahuila in Mexico at altitudes from 100ˆ2200 m. Occurs naturally in sub-humid to semi-arid environments receiving an average annual rainfall of 250ˆ500 mm. Mean annual temperatures in the native range vary from 16ˆ22°C, with average temperatures for coolest and hottest months ranging from 7.4ˆ10.5°C and 24.5ˆ30.6°C respectively. Occurs naturally on rocky limestone and soils of volcanic origin. Persist on duplex podzolics and cracking clays, including alkaline and sodic soils, but will grow productively on lighter soils of neutral to alkaline reaction.","Tropical forages 2005"
"209333",NA,NA,NA,NA,NA,"DESCRIPTION: Small erect, leguminous shrub to 3 m tall, woody at the base and generally strongly branched. Bipinnate leaf 4-11 cm long with 4-8 pairs of pinnae 16-39 mm long and 16-36 pairs of leaflets. Small flowering heads 0.5-0.9 cm long. Pods are linear , 2.2-8.8 cm long and 2.5-4.0 mm wide. USE: Grazed by herbivores in the native range. Exotic component of improved permanent pastures in northern Australia, and protein banks and hedgerows in south-east Asia. GROWING PERIOD: Perennial. COMMON NAMES: Fijolillo. FURTHER INF: Natural distribution ranges from Chiapas in Mexico, south throughout Central America to Colombia, Venezuela, Ecuador, Peru, Chile and northern Brazil. Grow wild in humid-tropical locations with average annual temperature ranging from 22-28°C and with only minor monthly fluctuations in temperature Occurs in more or less strongly seasonally wet environments with 550-2000 mm annual rainfall. Although defoliated by heavy frosts, it will regrow from crowns once there is sufficient heat and moisture. Found naturally in coastal thickets, roadsides and marshes on sandy, rocky limestone and saline soils at altitudes of 0-1500 m.","Tropical forages 2005"
"209390","Schlecht.","Leguminosae","Meibomia affinis","Amor seco","","","Grassland Index"
"209788","(Nees) Stapf.","Gramineae","","Silver finger grass","","","Grassland Index"
"209793","(Nees) Stapf.","Gramineae","Digitaria trichopodia","Brown seed finger grass","","","Grassland Index"
"209818","Stapf.","Gramineae","","Purple finger grass","","","Grassland Index"
"210763","Stapf.","Gramineae","Echinochloa aristifera","Cockspur","","","Grassland Index"
"211875","(Hochst. & Steud.) W.D. Clayton","Gramineae","Eriochloa nubica","Tropical cup grass","","","Grassland Index"
"213950","Benth.","Leguminosae","Galactia heterophylla","Edible milkpea","","","Grassland Index"
"215991","(Huds.) Dum.","Gramineae","Avena pubescens","Hairy oat-grass","","","Grassland Index"
"217077","(Nees) Stapf.","Gramineae","Hyparrhenia aucta","Silky thatching grass","","","Grassland Index"
"217302","Poir.","Leguminosae","","Soft hairy indigo","","","Grassland Index"
"218049","(L. f.) Conert & Türpe","Gramineae","Danthonia purpurea","South African oatgrass","","","Grassland Index"
"218100","(Welw.) C. DC.","Magnoliopsida:Rosidae:Sapindales:Meliaceae","Khaya nyasica Stapf ex E.G. Baker","Nyasaland mahogany, Red mahogany","","DESCRIPTION: A large tree, sometimes exceeding 60 m in height. Bark grey to brown, mainly smooth but flaking off in characteristic scales. USE: Wood used as timber (framing, panelling and veneer) and for fuel. Bark infusions containing a bitter substance are drunk to treat colds and oil from the seeds is rubbed into the hair to kill lice. It casts a dense shade and is hence suitable as a shade tree. Also grown as an ornamental. GROWING PERIOD: Perennial. COMMON NAMES: East African mahogany, Mozambique mahogany, nyasaland mahogany, red mahogany. FURTHER INF: It prefers terraces and stable, gently sloping riverbeds in riparian forests; it also grows well on adjacent colluvial slopes at the margins of floodplains. Where sufficient moisture is available, the species is not limited by topographic position. It is frost sensitive and shares the dominant canopy position with Diospyros mespiliformis, Parinari excelsa and Syzygium cordatum. In the Democratic Republic of Congo, it grows in well-developed gallery forests with Chrysophyllum species.","SOURCE: ICRAF Agroforestree Database (20.06.02) E218100"
"220867","L.","Magnoliopsida:Dilleniidae:Malvales:Malvaceae","Malva alcea var. fastigiata, Malva bismalva, Malva fastigiata","hollyhock mallow, large-flowered mallow, pink mallow, European mallow, vervain mallow, sigmarswurz, vijfdelig kaasjeskruid","","DESCRIPTION: It is a perennial, herbaceous plant reaching up to 90-120 cm in height and 30-70 cm in width. It has deeply lobed leaf margins, the lower leaves being palmate with 5 indistinct lobes and the upper pinnate. The flowers are 3.5-5 cm wide, hermaphrodite with five petals and white or pink. Petals deeply notched at the tip and with vague, darker lines. 
USE: The flowers, leaves, oil and seed are edible. The leaves can be used raw or cooked and have a mild pleasant flavour. Flowers and seed are eaten raw. The plant can be utilized for dye, fibre and oil. A fibre obtained from the stem is used for making cordage. Cream, yellow and green dyes can be obtained from the plant and the seed heads. The leaves are demulcent. They are also used as a mouthwash for inflammatory and catarrhal conditions. It is a very ornamental plant grown as a garden perennial. GROWING PERIOD: Perennial but quite short-lived. COMMON NAMES: Hollyhock mallow, Large-flowered mallow, Pink mallow.
European mallow. FURTHER INF: It is a plant of disturbed habitats, particularly roadsides and fields. Also found in woodland, cultivated beds, gardens, vineyards, waste places at sunny edge or in light shade. In Europe it can be found from southern Scandinavia to the northern Mediterranean and from Central France to beyond Poland and in North America in North-eastern United States.","http://www.scs.leeds.ac.uk/cgi-bin/pfaf/arr_html?Malva+alcea"
"225371","(Michx.) Morong","Liliopsida:Arecidae:Arales:Araceae","Peltandra virginica ssp. luteospadix (Fern.) W.H. & K.P. Blackwell, Peltandra glauca (Ell.) Feay, Peltandra luteospadix Fern., Peltandra alba (Raf.)","white arrow arum","","DESCRIPTION: It is a perennial, aquatic, herbaceous plant reaching 15-60 cm in height. It produces large, erect, succulent, glossy green, arrow-shaped leaves up to 60 cm tall and 15 cm wide. They emerge annually from perennial bulbs. USE: The plant is rich in calcium oxylate, which is toxic. However, calcium oxylate is easily destroyed by thoroughly cooking or drying the plant. The rhizomes are edible after they have been well cooked. It is grown as an ornamental for its decorative foliage. GROWING PERIOD: Perennial. COMMON NAMES: White arrow arum. FURTHER INF: It can be found in non-alluvial swamps and in shallow water at or near the edges of ponds and bog gardens. It thrives in a wet lime-free humus-rich soil by the side of water or in shallow still or slowly flowing water to 15 cm. It is however not very particular to soil texture. It is intolerant of salinity, drought and soils that dry up. It is native of South-eastern North America ˆ North Carolina to Florida.","http://www.ibiblio.org/pfaf/cgi-bin/arr_html?Peltandra+sagittifolia
http://plantsdatabase.com/go/57724/"
