"crop_code","species","Life.form","Habit","Life.span","Physiology","Category","Plant.attributes","temp_opt_min","Temp_Opt_Max","Temp_Abs_Min","Temp_Abs_Max","Rain_Opt_Min","Rain_Opt_Max","Rain_Abs_Min","Rain_Abs_Max","Lat_Opt_Min","Lat_Opt_Max","Lat_Abs_Min","Lat_Abs_Max","Alt_Opt_Min","Alt_Opt_Max","Alt_Abs_Min","Alt_Abs_Max","pH_Opt_Min","pH_Opt_Max","pH_Abs_Min","pH_Abs_Max","Light_Opt_Min","Light_Opt_Max","Light_Abs_Min","Light_Abs_Max","Depth_Opt","Depth_Abs","Texture_Ops","Texture_Abs","Fertility_Ops","Fertility_Abs","Al_Toxicity_Opt","Al_Toxicity_Abs","Salinity_Ops","Salinity_Abs","drainage_opt","drainage_abs","Climate.Zone","photoperiod","Killing.temp..during.rest","Killing.temp..early.growth","Abiotic.toler.","Abiotic.suscept.","Introduction.risks.","Product..system","Cropping.system","Subsystem","Companion.species","Level.of.mechanization","Labour.intensity","cycle_min","cycle_max","use.main","use.detailed","use.part","datasheet_url"
"2589","Acacia brassii","shrub, tree","erect","perennial","single stem, multi stem","forest/wood, environmental","harvested from wild","22","30","12","38","1200","1600","700","1800","11","11","15","15","---","---","-","200","5","6.5","4.5","7","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","light","light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","240","330","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2589"
"2590","Acacia burrowii","shrub, tree","erect","perennial","single stem, multi stem","forage/pasture, forest/wood, environmental, weed","","18","30","8","40","500","600","350","700","23","23","32","32","---","---","175","375","5","7","4.5","8","very bright","very bright","very bright","clear skies","medium (50-150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-5","0","","","can become a weed","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","130","230","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2590"
"2591","Acacia calcicola","shrub, tree","erect","perennial","single stem, multi stem","forest/wood, environmental","harvested from wild","22","32","8","42","150","100","125","250","25","21","28","29","---","---","100","700","6","7.5","5","8.5","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","heavy","heavy, medium, light","low","low","","","low (<4 dS/m)","medium (4-10 dS/m)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","desert or arid (Bw), steppe or semiarid (Bs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-5","-1","drought","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","60","120","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2591"
"2592","Acacia cambagei","shrub, tree","erect","perennial","single stem, multi stem","forest/wood, environmental","harvested from wild","20","30","5","40","200","500","125","600","16","16","32","32","---","---","75","500","6","7.5","5.5","8.5","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)","desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","short day (<12 hours), neutral day (12-14 hours)","-1","-1","drought","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","60","180","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2592"
"2593","Acacia catechu","tree","erect","perennial","deciduous, single stem","forage/pasture, medicinals & aromatic, forest/wood","grown on small scale, harvested from wild","25","35","7","48","700","2100","500","3800","25","25","30","30","---","---","-","1500","5","6","4.5","7","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical dry winter (Cw)","short day (<12 hours)","-1","0","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","270","animal food (feed)","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2593"
"2595","Acacia cincinnata","tree","erect","perennial","single stem","forest/wood","harvested from wild","22","32","10","39","1500","3000","1000","3500","16","16","28","28","---","---","-","750","5","6","4.5","6.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw), subtropical humid (Cf)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","210","365","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2595"
"2599","Acacia coriacea","shrub, tree","erect","perennial","single stem, multi stem","ornamentals/turf, forest/wood, environmental","grown on small scale","24","32","10","43","300","500","200","800","16","16","31","31","---","---","-","750","6.5","7.5","6","8.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","shallow (20-50 cm)","light","medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-5","-1","fire, drought","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","90","240","non-vertebrate food","vitamins","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2599"
"2600","Acacia cowleana","shrub, tree","erect","perennial","deciduous, single stem, multi stem","fruits & nuts, forest/wood, environmental, weed","harvested from wild","24","35","12","45","250","400","200","500","19","17","25","27","---","---","100","650","5.5","7","4.5","8","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","light","medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","desert or arid (Bw), steppe or semiarid (Bs)","short day (<12 hours)","-2","0","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","75","150","food & beverage","vitamins","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2600"
"2601","Acacia crassicarpa","shrub, tree","erect","perennial","single stem, multi stem","forest/wood, environmental","","24","32","15","39","1500","3000","1000","3500","8","8","20","20","---","---","-","200","4.5","5.5","4","6","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw)","short day (<12 hours)","no input","no input","fire, wind, coastal salt spray","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","210","300","material","timber wood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2601"
"2604","Acacia cyclops","shrub, tree","erect","perennial","evergreen, single stem, multi stem, C3 photosynthesis","forage/pasture, forest/wood, weed","","18","26","5","35","400","800","200","1000","25","25","33","33","---","---","-","300","6.5","7.5","6","8","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","light","medium, light","low","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells)","desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs)","short day (<12 hours)","-1","0","wind, drought, coastal salt spray","","can become a weed","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","70","210","animal food (feed)","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2604"
"2605","Acacia dealbata","shrub, tree","erect","perennial","single stem, multi stem","forest/wood","","15","26","6","32","600","1000","300","1500","29","29","43","43","---","---","50","1000","5.5","6.5","5","7","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-10","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","240","material","paper","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2605"
"2608","Acacia dictyophleba","shrub","erect","perennial","multi stem","forest/wood","harvested from wild","22","30","8","38","200","400","100","500","10","10","20","20","---","---","-","-","5","6.5","4.5","7","very bright","very bright","very bright","clear skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-5","-1","drought","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","60","230","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2608"
"2609","Acacia difficilis","shrub, tree","erect","perennial","single stem, multi stem","forest/wood, environmental","harvested from wild","22","35","13","42","650","1100","450","1500","11","11","18","18","---","---","-","200","5","6.5","4.5","7","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), steppe or semiarid (Bs)","short day (<12 hours)","2","2","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","160","300","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2609"
"2614","Acacia erioloba","shrub, tree","erect","perennial","evergreen, semi evergreen, single stem, multi stem","forage/pasture, materials, forest/wood, environmental","","15","35","10","45","250","700","50","900","22","20","34","36","---","---","-","1100","6.5","7.5","6","8.5","clear skies","very bright","clear skies","very bright","deep (>>150 cm)","shallow (20-50 cm)","light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","desert or arid (Bw), steppe or semiarid (Bs)","","-15","-2","","fire","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","animal food (feed)","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2614"
"2616","Acacia estrophiolata",NA,NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0",NA,NA,NA,"http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2616"
"2617","Acacia falciformis","shrub, tree","erect","perennial","single stem, multi stem","materials, forest/wood, environmental","grown on small scale","18","32","7","40","600","800","500","900","26","17","38","38","---","---","-","1500","5.5","7","5","7.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), subtropical humid (Cf), temperate oceanic (Do)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-10","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","300","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2617"
"2618","Acacia fasciculifera","tree","erect","perennial","single stem","forest/wood, environmental","grown on small scale","18","32","10","40","675","800","550","850","19","19","29","29","---","---","-","500","5.5","6.5","4.5","7.5","very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium, light","medium, light","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw), subtropical humid (Cf)","short day (<12 hours)","-2","-1","drought","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","180","270","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=2618"
